Category,Descript
induced,"The specific pan-Pim kinase inhibitor AZD1208 as well as PIM447 in combination with the PI3K inhibitor GDC-0941 or the Akt inhibitor MK-2206 cooperatively downregulated the mTORC1/4EBP1 pathway, formation of the eIF4E/eIF4G complex, and Mcl-1 expression leading to activation of Bak and Bax to induce caspase-dependent apoptosis synergistically in these cells."
inhibition,"These cooperative effects were enhanced or inhibited by knock down of mTOR or expression of its activated mutant, respectively."
activation,"These cooperative effects were enhanced or inhibited by knock down of mTOR or expression of its activated mutant, respectively."
induced,"It has been confirmed that active metabolites of benzene, including 1,4-benzoquinone (1,4-BQ), can induce reactive oxygen species (ROS) and apoptosis in the bone marrow, and recent studies have also suggested that benzene exposure can affect mitochondrial function in both experimental animals and cell lines."
induced,"The results demonstrated that 1,4-BQ could dose-dependently induce production of ROS and mitochondrial damage as characterized by mitochondrial membrane potential disruption, mitochondrial ultrastructure alteration, and induced apoptosis and activated caspase-3 and caspase-9."
induced,"The results demonstrated that 1,4-BQ could dose-dependently induce production of ROS and mitochondrial damage as characterized by mitochondrial membrane potential disruption, mitochondrial ultrastructure alteration, and induced apoptosis and activated caspase-3 and caspase-9."
activation,"The results demonstrated that 1,4-BQ could dose-dependently induce production of ROS and mitochondrial damage as characterized by mitochondrial membrane potential disruption, mitochondrial ultrastructure alteration, and induced apoptosis and activated caspase-3 and caspase-9."
adhesion,"These results imply that up-regulated miR-137 by HG can restrict the viability and angiogenesis, promote the activation and inflammatory cytokine secretion of VECs, and stimulate the monocyte chemotaxis and adhesion to VECs."
inhibition,These cells persist in the bone marrow (BM) despite effective inhibition of BCR-ABL kinase activity by tyrosine kinase inhibitors (TKIs).
activation,"These features implicated the pro-BII subpopulation of B cells with activated mTOR signaling, and the pre-BI subpopulation of B cells with activated and unresponsive pre-B cell receptor signaling, to be associated with relapse."
inhibition,"In conclusion, rcdtB treatment inhibited tumor growth and induced apoptosis through inhibiting Bcl-2 expression, inflammatory responses, and activating C-erbB-2 and Cox-2 expression in breast cancer mouse model."
induced,"In conclusion, rcdtB treatment inhibited tumor growth and induced apoptosis through inhibiting Bcl-2 expression, inflammatory responses, and activating C-erbB-2 and Cox-2 expression in breast cancer mouse model."
inhibition,"In conclusion, rcdtB treatment inhibited tumor growth and induced apoptosis through inhibiting Bcl-2 expression, inflammatory responses, and activating C-erbB-2 and Cox-2 expression in breast cancer mouse model."
activation,"AXL activates FLT3, impacting adversely on outcome."
induced,"Sabutoclax induced the blockage of BCL-2, MCL-1, BCL-xL and BFL-1, which in turn led to caspase-3/7 and caspase-9 activation and modulation of Bax, Bim, PUMA and survivin expression."
inhibition,"Our findings indicate that sabutoclax partially overcomes the drug resistance phenotype of breast cancer cells by reactivation of apoptosis, mediated by the inhibition of several anti-apoptotic BCL-2 family proteins, and eliminates CSCs by abolition of the IL-6/STAT3 pathway."
activation,"After further exploring the mechanism, it could be found that with knock down GFI-1, the phosphorylation of Akt and PI3K could be activated."
activation,"Perforin expression and phosphorylation of signal transducer and activator of transcription (STAT) 1, STAT3, Janus kinase (JAK) 1, and JAK2 in NK cells were evaluated by flow cytometry, and the levels of plasma cytokines, including interferon (IFN)-Î³ and interleukin (IL)-2, were determined by enzyme-linked immunosorbent assays in 40 patients (dasatinib, nâ¯=â¯23; imatinib, nâ¯=â¯11; and nilotinib, nâ¯=â¯6)."
activation,"Our data suggest that miR-130a is directly activated by AML1/ETO, and may act as a factor which is associated with leukemia burden, event-free survival, and chemotherapy sensitivity in t(8;21) AML."
binding,"The structure revealed the binding epitope, explained the lack of cross-reactivity toward non-human species, and suggested the key-and-lock mechanism of antigen recognition."
induced,"ACY241 induces co-stimulatory (CD28, 41BB, CD40L, OX40) and activation (CD38) molecule expression in a dose- and time-dependent manner, and anti-tumor activities, evidenced by increased perforin/CD107a expression, IFN-Î³/IL-2/TNF-Î± production, and antigen-specific central memory CTL."
regulated,"In the present study, the MG63 human osteosarcoma cell line was employed to examine the role of microRNA (miR)â15a in regulating cellular activities under hypoxic conditions."
induced,"Furthermore, CBIâ5725 induced apoptosis more strongly than sorafenib in a doseâdependent manner, which may be attributed to greater caspaseâ3 and poly(adenosine 5'âdiphosphateâribose) polymerase activation by CBIâ5725."
regulated,Drugs were screened for the ability to regulate CCR5 and CXCR4 promoter activities.
inhibition,Treatment of stable transfected cells with four traditional Chinese medicine compounds resulted in the dose-dependent inhibition of the CXCR4 and CCR5 promoter activities.
activation,MF is a life-threatening hematologic malignancy characterized by dysregulation of the Janus associated kinase (JAK)/signal transducer and activator of transcription (STAT) signaling network and a heightened inflammatory state.
activation,Transcriptome and chromatin immunoprecipitation analyses revealed that Utx activates key transcriptional factors required for erythroid differentiation by modulating histone H3 lysine 27 and lysine 4 trimethylation.
activation,"T-LGLL patients also exhibit elevated serum levels of the STAT1 activator, interferon-Î³ (IFN-Î³), thus contributing to an inflammatory environment."
induced,"Furthermore, IFN-Î³ treatment did not induce JAK2 or STAT1 activation or transcription of IFN-Î³-inducible gene targets."
suppressed,"Surprisingly, p-STAT1 was positively correlated with STAT3 levels while STAT5b suppressed the activation of both STAT1 and STAT3."
adhesion,"The epigenetic signature, made up of 337 differentially methylated regions, was then integrated with gene and protein expression profiles, leading to a network, where cell-to-cell adhesion and cell-motility pathways were found to be aberrantly activated in relapsed patients."
activation,"The epigenetic signature, made up of 337 differentially methylated regions, was then integrated with gene and protein expression profiles, leading to a network, where cell-to-cell adhesion and cell-motility pathways were found to be aberrantly activated in relapsed patients."
activation,"Moreover, caspase-3 was activated to a greater extent after quercetin and green tea treatment."
induced,"Treatment with quercetin and green tea induced conversion of LC3-I to LC3-II as well as activation of autophagy proteins, suggesting that quercetin and green tea initiate the autophagic progression."
inhibition,"These studies provide independent chemical confirmation of the activity of 15-PGDH inhibitors in potentiating hematopoietic recovery, extend the range of models in which inhibiting 15-PGDH demonstrates activity, allay concerns regarding potential for adverse effects from increasing prostaglandin E2, and thereby, advance 15-PGDH as a therapeutic target for potentiating hematopoietic stem cell transplantation."
induced,"Compound 2 induced chromatin condensation, DNA fragmentation, activation of caspase-3, -8, and -9, and the cleavage of poly (ADP-ribose) polymerase (PARP) in HL-60 cells."
activation,"Moreover, 2 activated Bid and Bax, leading to the loss of mitochondrial membrane potential, and 2 induced the cytochrome c release from mitochondria into cytosol."
induced,"Moreover, 2 activated Bid and Bax, leading to the loss of mitochondrial membrane potential, and 2 induced the cytochrome c release from mitochondria into cytosol."
suppressed,"Knockdown of EPS8 resulted in a significant reduction in cellular proliferation and suppressed Phospho-Erk1/2 pathway activity, particularly when combined with TSA."
regulated,"Many of the proteins involved in these pathways are regulated by the transcription factor NF-ÎºB which can be activated by tumour necrosis factor (TNF-Î±), a pro-inflammatory cytokine released by both malignant and immune cells within the tumour microenvironment."
activation,"Many of the proteins involved in these pathways are regulated by the transcription factor NF-ÎºB which can be activated by tumour necrosis factor (TNF-Î±), a pro-inflammatory cytokine released by both malignant and immune cells within the tumour microenvironment."
inhibition,"Furthermore, both CA-4 and CA-432 inhibited TNF-Î±-induced NF-ÎºB activation through the inhibition of IÎºBÎ± degradation and p65 nuclear translocation and decreased NF-ÎºB reporter gene activity."
inhibition,"Furthermore, both CA-4 and CA-432 inhibited TNF-Î±-induced NF-ÎºB activation through the inhibition of IÎºBÎ± degradation and p65 nuclear translocation and decreased NF-ÎºB reporter gene activity."
activation,"The Janus kinase-signal transducer and activator of transcription (JAK-STAT) pathway is part of the BCR-ABL signaling network, and it is activated in CML, especially in LSCs."
activation,"The Janus kinase-signal transducer and activator of transcription (JAK-STAT) pathway is part of the BCR-ABL signaling network, and it is activated in CML, especially in LSCs."
inhibition,"50 32â¯nM and 20â¯nM, respectively via ELISA enzymatic assay, in addition to inhibiting activity for the expression of class I HDAC enzymes via real time PCR with differential selective inhibition against HDAC 2 up to 10 folds, compared to control."
inhibition,"50 32â¯nM and 20â¯nM, respectively via ELISA enzymatic assay, in addition to inhibiting activity for the expression of class I HDAC enzymes via real time PCR with differential selective inhibition against HDAC 2 up to 10 folds, compared to control."
induced,"This study is the first to show that CD40L induces inflammasome activation in any cell type, including hRPE cells, and that this induction is through CD11b and Î±5Î²1 cell-surface receptors."
regulated,"The enzyme activity of LPL is regulated by many factors, such as apolipoproteins, angiopoietins, hormones and miRNAs."
suppressed,"MiR-193a and miR-600 synergistically reduced WT1 expression and suppressed the activity of a luciferase reporter by binding coding sequence and the 3'-untranslated region of WT1 mRNA, respectively."
binding,"MiR-193a and miR-600 synergistically reduced WT1 expression and suppressed the activity of a luciferase reporter by binding coding sequence and the 3'-untranslated region of WT1 mRNA, respectively."
induced,LY294002 induced apoptosis in MM cells and potentiated the antimyeloma effects of HHT by inhibiting the PI3K/Akt signal pathway which was abnormally activated during adhesion.
inhibition,LY294002 induced apoptosis in MM cells and potentiated the antimyeloma effects of HHT by inhibiting the PI3K/Akt signal pathway which was abnormally activated during adhesion.
activation,LY294002 induced apoptosis in MM cells and potentiated the antimyeloma effects of HHT by inhibiting the PI3K/Akt signal pathway which was abnormally activated during adhesion.
adhesion,LY294002 induced apoptosis in MM cells and potentiated the antimyeloma effects of HHT by inhibiting the PI3K/Akt signal pathway which was abnormally activated during adhesion.
induced,"Investigations on cell morphology, Annexin V assay, DNA fragmentation and the activity of caspase-3/-7 showed that PNPs induced apoptosis on Raw 264.7 cells by changing cell morphology and density, increasing cell population in apoptosis and causing nucleus fragmentation."
induced,Further study on caspase activity by Western blotting revealed that the apoptosis was induced by the activation of caspase-3 and -7.
induced,"We also observed that treatment with curcumin induced apoptosis in HemECs, as evidenced by positively Annexin-V-FITC staining, caspase-3 activation, and cleavage of poly(adenosine diphosphate-ribose) polymerase (PARP) in the treated cells."
suppressed,"Moreover, we showed that curcumin suppressed the expression of antiapoptotic protein myeloid cell leukemia-1 (MCL-1), hypoxia-inducible factor 1Î± (HIF-1Î±), and vascular endothelial growth factor (VEGF).Altogether, our study suggests that the effectiveness of curcumin in IHs may be associated with its potent antiproliferative and apoptotic activities in HemECs."
inhibition,AZD1208 is a pan-Pim kinase inhibitor and is known for its anti-cancer activity.
activation,"On mechanistic levels, AZD1208 reduced not only the expressions of CCAAT/enhancer-binding protein-Î± (C/EBP-Î±), peroxisome proliferator-activated receptor-Î³ (PPAR-Î³), fatty acid synthase (FAS), acetyl-CoA carboxylase (ACC) and perilipin A but also the phosphorylation of signal transducer and activator of transcription-3 (STAT-3) in differentiating 3T3-L1 cells."
inhibition,"Nilotinib acts by inhibiting the kinase activity of DDR1, a receptor tyrosine kinase for collagens, which we identified as a RAS-independent inducer of CRC metastasis."
inhibition,"Both mouse and human ETP leukemias show sensitivity to BET inhibition inÂ vitro and inÂ vivo, which reverses aberrant gene expression induced by Ezh2 inactivation."
induced,"Both mouse and human ETP leukemias show sensitivity to BET inhibition inÂ vitro and inÂ vivo, which reverses aberrant gene expression induced by Ezh2 inactivation."
promotes,High mobility group boxâ1 protein (HMGB1) promotes recruitment and suppresses apoptosis in monocytes through the receptor for advanced glycation end products/ nuclear factor (NF)âÎºB and tollâlike receptorÂ 4/mitogenâactivated protein kinase (MAPK)/extracellular signalâregulated kinase (ERK) signaling pathways.
inhibition,GL inhibited the activation of the NFâÎºB and MAPK/ERK signaling pathways induced by HMGB1 and decreased the expression of monocyte chemoattractant proteinâ1 (MCPâ1) and myeloid cell leukemiaÂ 1 (Mclâ1).
induced,GL inhibited the activation of the NFâÎºB and MAPK/ERK signaling pathways induced by HMGB1 and decreased the expression of monocyte chemoattractant proteinâ1 (MCPâ1) and myeloid cell leukemiaÂ 1 (Mclâ1).
inhibition,"We recently reported a small molecule inhibitor of CREB, XX-650-23, which inhibits CREB activity in AML cells."
inhibition,"We recently reported a small molecule inhibitor of CREB, XX-650-23, which inhibits CREB activity in AML cells."
induced,"Therefore, DHA may induce apoptosis in the AMoL THP-1 cell line via currently unknown underlying molecular mechanisms, including the downregulation of ERK and Akt, and the activation of caspase-3."
activation,"In addition, RT-qPCR and western blotting were used to determine the expression levels of miR-519a, signal transducer and activator of transcription 3 (STAT3), myeloid cell leukemia 1 (Mcl-1) and B-cell lymphoma-extra large (Bcl-xl) in untransfected and miR-519a mimic-transfected SKOV3 cells."
inhibition,"Unexpectedly, 92R strongly inhibited tumor growth also in a model with compromised NK and complement activities, suggesting that other mechanisms, including phagocytosis or apoptosis, might also be playing a role on 92R-mediated tumor elimination."
inhibition,"Although the first-in-class JAK3 inhibitor tofacitinib blocks JAK3 activity in NKTL both in vitro and in vivo, its clinical utilization in cancer therapy has been limited by the pan-JAK inhibition activity."
inhibition,"Although the first-in-class JAK3 inhibitor tofacitinib blocks JAK3 activity in NKTL both in vitro and in vivo, its clinical utilization in cancer therapy has been limited by the pan-JAK inhibition activity."
inhibition,"To improve the therapeutic efficacy of JAK3 inhibition in NKTL, we have developed a highly selective and durable JAK3 inhibitor PRN371 that potently inhibits JAK3 activity over the other JAK family members JAK1, JAK2, and TYK2."
inhibition,"To improve the therapeutic efficacy of JAK3 inhibition in NKTL, we have developed a highly selective and durable JAK3 inhibitor PRN371 that potently inhibits JAK3 activity over the other JAK family members JAK1, JAK2, and TYK2."
inhibition,"To improve the therapeutic efficacy of JAK3 inhibition in NKTL, we have developed a highly selective and durable JAK3 inhibitor PRN371 that potently inhibits JAK3 activity over the other JAK family members JAK1, JAK2, and TYK2."
inhibition,"Moreover, the activity of PRN371 has a more durable inhibition on JAK3 compared to tofacitinib in vitro, leading to significant tumor growth inhibition in a NKTL xenograft model harboring JAK3 activating mutation."
induced,"Further analyses revealed that 4-CP.P induces significant increase in cellular reactive oxygen species production, lipid peroxidation, protein oxidation, and total thiol depletion."
inhibition,The inhibition of expression or metalloproteinase activity of ADAM8 restored TKI sensitivity in primary samples.
regulated,"Comparative quantitative proteome analysis of FV-infected DC (FV-DC) of different genotypes (BALB/c, C57BL/6) and non-infected DC revealed numerous genotype-independently regulated proteins rergulating metabolic activity, cytoskeletal rearrangements, and antigen processing/presentation."
inhibition,"Exposure of AML and lymphoma cell lines to the combination of the PARPi niraparib (Npb), the HMA decitabine (DAC) and the HDACi romidepsin (Rom) or panobinostat (Pano) synergistically inhibited cell proliferation by up to 70% via activation of the ATM pathway, increased production of reactive oxygen species, decreased mitochondrial membrane potential, and activated apoptosis."
activation,"Exposure of AML and lymphoma cell lines to the combination of the PARPi niraparib (Npb), the HMA decitabine (DAC) and the HDACi romidepsin (Rom) or panobinostat (Pano) synergistically inhibited cell proliferation by up to 70% via activation of the ATM pathway, increased production of reactive oxygen species, decreased mitochondrial membrane potential, and activated apoptosis."
activation,"Mechanistically, PRL-3 mediated SDF-1Î± stimulated calcium release, and activated focal adhesion kinase (FAK) and Src, important effectors of migration and adhesion."
adhesion,"Mechanistically, PRL-3 mediated SDF-1Î± stimulated calcium release, and activated focal adhesion kinase (FAK) and Src, important effectors of migration and adhesion."
regulated,"Cyclic AMP (cAMP), a secondary messenger responsible for various physiological processes regulates cell metabolism by activating Protein kinase A (PKA) and by targeting exchange protein directly activated by cAMP (EPAC)."
activation,"Cyclic AMP (cAMP), a secondary messenger responsible for various physiological processes regulates cell metabolism by activating Protein kinase A (PKA) and by targeting exchange protein directly activated by cAMP (EPAC)."
induced,"Our results showed that 8-CPT-cAMP and bortezomib synergistically induced growth inhibition and apoptosis in MM bortezomib-resistant cell lines and primary MM cells, in which protein kinase A (PKA) activation was involved."
inhibition,"Our results showed that 8-CPT-cAMP and bortezomib synergistically induced growth inhibition and apoptosis in MM bortezomib-resistant cell lines and primary MM cells, in which protein kinase A (PKA) activation was involved."
regulated,"A body of evidence indicated that PML possesses tumor suppressing activity by regulating apoptosis, cell cycle, senescence and DNA damage responses."
activation,"In addition, the H3K4me3 at P3/4 locus was activated in primary HCC specimens with high IGF2 expression."
activation,PI3KÎ´ and FLT3 are frequently activated in acute myeloid leukemia (AML) and have been implicated as potential therapeutic targets.
inhibition,"In this report, we demonstrate that combined inhibition of PI3KÎ´ and FLT3 exerts synergistic antitumor activity in FLT3-activated AML."
inhibition,"Synergistic antiproliferative effects were observed in FLT3-activated MV-4-11 and EOL-1 AML cell lines, but not in FLT3-independent RS4;11 and HEL cells, as demonstrated by both pharmacological inhibition and silencing of PI3KÎ´/FLT3."
inhibition,"In inÂ vivo FLT3-activated AML xenografts, a PI3KÎ´ inhibitor CAL101 combined with FLT3 inhibitor led to significantly enhanced antitumor activity compared with either agent alone, in association with simultaneous inhibition of AKT and ERK."
inhibition,"In inÂ vivo FLT3-activated AML xenografts, a PI3KÎ´ inhibitor CAL101 combined with FLT3 inhibitor led to significantly enhanced antitumor activity compared with either agent alone, in association with simultaneous inhibition of AKT and ERK."
inhibition,"Thus, combined inhibition of PI3KÎ´ and FLT3 may be a promising strategy in FLT3-activated AML, particularly for patients with FLT3-inhibitor-resistant mutations."
regulated,"Through AKT phosphorylation/activation, mTORC2 has also been reported to regulate cell migration."
activation,"Other biomarkers reviewed, which did not consistently demonstrate significant associations with VTE included prothrombin fragments F1â¯+â¯2, factor VIII, protein C, protein S, von Willebrand antigen and activity, antithrombin, thrombin antithrombin complex, antiphospholopid antibody, plasminogen activator inhibitor, tissue factor pathway inhibitor and several variants associated with known hypercoagulable states (factor V Leiden, prothrombin gene variant, methylenetetrahydrofolate reductase variant)."
inhibition,"Other biomarkers reviewed, which did not consistently demonstrate significant associations with VTE included prothrombin fragments F1â¯+â¯2, factor VIII, protein C, protein S, von Willebrand antigen and activity, antithrombin, thrombin antithrombin complex, antiphospholopid antibody, plasminogen activator inhibitor, tissue factor pathway inhibitor and several variants associated with known hypercoagulable states (factor V Leiden, prothrombin gene variant, methylenetetrahydrofolate reductase variant)."
inhibition,"Moreover, this inverse correlation was more evident when myeloid differentiation was enhanced by ellagic acid, an inhibitor of NM23 activity."
regulated,"The silencing activity of Trim28, and its interactions with corepressors are often regulated by post-translational modifications such as sumoylation and phosphorylation."
induced,The present study demonstrated that treatment with virosecurinine was able to inhibit proliferation and induce apoptosis in THP-1cells by exerting an inhibitory effect on the activation of PI3K/AKT/mTOR signaling pathways.
activation,The phosphorylation level of ATM (Ser1981) and Chk2 (Thr68) was activated and upregulated following DNA damage triggered by loperamide.
inhibition,"Silencing Eps8 gene through lentvirus can inhibit the cell proliferation and promote the apoptosis of human leukemia K562 cells, which possibly relates with the inhibition of AKT/mTOR activation."
inhibition,"The mechanisms of action of niraparib include inhibition of PARP enzymatic activity as well as increased formation of PARP-DNA complexes through ""trapping"" the PARP enzyme on damaged DNA."
inhibition,"Using a myeloid cell line with a stably integrated Myb-inducible reporter gene as a screening tool we have previously identified Celastrol, a natural compound with anti-tumor activity, as a potent Myb inhibitor that disrupts the interaction of Myb with the co-activator p300."
inhibition,By re-investigating the inhibitory potential of Celastrol we have found that Celastrol also strongly inhibits the activity of C/EBPÎ² by disrupting its interaction with the Taz2 domain of p300.
binding,"Furthermore, compound 1 targets peroxiredoxins I and II by selectively binding to the conserved cysteine residues and leads to cellular reactive oxygen species accumulation."
inhibition,"Subsequent validation experiments showed that targeted inactivation of the Pi4ka catalytic domain or reduction in mRNA expression inhibited myeloid and erythroid cell differentiation inÂ vitro and promoted anemia inÂ vivo through a mechanism involving deregulation of AKT, MAPK, SRC, and JAK-STAT signaling."
induced,"Here, we discuss recent advances regarding (i) GSK-3 structure, function, regulation, and involvement in several cancers, including hepatocarcinoma, cholangiocarcinoma, breast cancer, prostate cancer, leukemia, and melanoma (active GSK-3 has been shown to induce apoptosis in some cases or inhibit apoptosis in other cases and to induce cancer progression or inhibit tumor cell proliferation, suggesting that different GSK-3 modulators may address different specific targets); (ii) GSK-3 involvement in autophagy modulation, reviewing signaling pathways involved in neurodegenerative and liver diseases; (iii) GSK-3 role in oxidative stress and autophagic cell death, focusing on liver injury; (iv) GSK-3 as a possible therapeutic target of natural substances and synthetic inhibitors in many diseases; and (v) GSK-3 role as modulator of mammalian aging, related to metabolic alterations characterizing senescent cells and age-related diseases."
activation,"In 1987, Mitsuaki Yoshida proposed the following model (Yoshida and Seiki, 1987): ""... T-cells activated through the endogenous p40x would express viral antigens including the envelope glycoproteins which are exposed on the cell surface."
inhibition,"Wogonoside inhibited the palmitoylation of small GTPase N-RAS and enhanced its trafficking into Golgi complex, leading to the inactivation of N-RAS/RAF1 pathway in some primary AML cells."
inhibition,And further studies indicated that the decrease in the reactive oxygen species level inhibited intrinsic P-gp expression.
activation,"Purvanalol A blocked GM-CSF-stimulated activation of extracellular-regulated kinase (Erk) and signal transducer and activator of transcription (STAT)-3, and stimulated an additive activation of protein kinase B (Akt) with GM-CSF."
inhibition,"Purvalanol A alone stimulated a rapid and sustained activation of p38-mitogen-activated protein kinase (MAPK) and the pan p38-MAPK inhibitor, BIRB796, partly blocked the purvalanol A-induced apoptosis and Mcl-1 loss."
induced,"Further, selected active SAL analogs induced characteristics of apoptotic cell death and increased expression of p53."
inhibition,"Moreover, SAL acted synergistically with the Bcl-2 inhibitor ABT-263, whereas 2,2,2-trifluoroethyl ester, the most active analog of SAL, antagonized ABT-263, suggesting possible differences in molecular mechanism."
inhibition,"First, the results indicated that compared with the optimal iron level, iron deficiency decreased lysozyme (LZ) and acid phosphatase (ACP) activities, complement 3 (C3), C4 and immunoglobulin M (IgM) contents, and down-regulated the mRNA levels of antibacterial peptides, anti-inflammatory cytokines (except IL-4/13B), inhibitor of ÎºBÎ± (IÎºBÎ±), target of rapamycin (TOR) and ribosomal protein S6 kinase 1 (S6K1)."
inhibition,"Second, iron deficiency down-regulated the mRNA levels of inhibitor of apoptosis protein (IAP) and myeloid cell leukemia 1 (Mcl-1), decreased activities and mRNA levels of antioxidant enzymes, down-regulated the mRNA levels of NF-E2-related factor 2 (Nrf2) and tight junction proteins (except claudin-12 and -15), and simultaneously increased malondialdehyde (MDA), protein carbonyl (PC) and reactive oxygen species (ROS) contents."
inhibition,The inhibition of epidermal growth factor receptor (EGFR) was then investigated for the most active compounds 2a and 4d.
activation,"Both, GVHD and GVL are mediated by donor T cells that are initially activated by antigen-presenting cells that present recipient-derived alloantigens in the context of either matched or mismatched MHC class I molecules."
induced,"Furthermore, ATO induced ETosis through mammalian target of rapamycin (mTOR)-dependent autophagy, which was partially regulated by reactive oxygen species."
regulated,"Furthermore, ATO induced ETosis through mammalian target of rapamycin (mTOR)-dependent autophagy, which was partially regulated by reactive oxygen species."
regulated,"Given that Sp1 is a fundamental transcriptional factor to positively regulate WT-BCR-ABL fusion oncogene, the purpose of this investigation was aimed at evaluating the anti-tumor activity and the underlying mechanism in terms of Sp1 regulational effect on the transcription of T315I-BCR-ABL fusion oncogene."
induced,"GVHD is caused by alloreactive T lymphocytes, which express the Î±Î² T-cell receptor, whereas lymphocytes expressing the Î³Î´ T-cell receptor are not alloreactive and do not induce GVHD but can exhibit potent antileukemia and anti-infectious activities."
activation,"Ser473, and that prolonged ER stress and activated GSK3Î² involved nilotinib-induced apoptosis."
inhibition,"In addition, the data from JNK inhibition using SP600125 showed that over-activated JNK was responsible for Akt de-phosphorylation."
induced,"Leukemia cell apoptosis was induced by these compounds through the activation of caspase-3 and the inhibition of NF-ÎºB, as indicated by immunoblotting analysis, and compounds 1 and 2 seem to be promising leads for development as potential antileukemic agents."
inhibition,"Leukemia cell apoptosis was induced by these compounds through the activation of caspase-3 and the inhibition of NF-ÎºB, as indicated by immunoblotting analysis, and compounds 1 and 2 seem to be promising leads for development as potential antileukemic agents."
inhibition,The orally bioavailable proteasome inhibitor MLN2238 (ixazomib) has been demonstrated to have anticancer activity.
activation,"In addition, MLN2238 activated ER stress genes in HCC cells and increased the expression of the stress-inducible gene nuclear protein-1."
induced,"Mechanistic studies indicate that TNFÎ± induced binding of PI3K subunit p85Î± to N-terminal truncated nuclear receptor RXRÎ± (tRXRÎ±) proteins, and activated AKT."
binding,"Mechanistic studies indicate that TNFÎ± induced binding of PI3K subunit p85Î± to N-terminal truncated nuclear receptor RXRÎ± (tRXRÎ±) proteins, and activated AKT."
activation,"Mechanistic studies indicate that TNFÎ± induced binding of PI3K subunit p85Î± to N-terminal truncated nuclear receptor RXRÎ± (tRXRÎ±) proteins, and activated AKT."
activation,The activated PI3K/AKT pathway negatively regulated differentiation of AML cells through the up-regulation of c-Myc.
regulated,The activated PI3K/AKT pathway negatively regulated differentiation of AML cells through the up-regulation of c-Myc.
induced,"In addition, TNFÎ± also induced activation of nuclear factor ÎºB (NF-ÎºB), a nuclear transcription factor which was shown to promote cell proliferation."
inhibition,"Furthermore, we found that Oroxylin A inhibited the activation of NF-ÎºB and the DNA binding activity by TNFÎ± proved by EMSA in these two AML cell lines."
binding,"Furthermore, we found that Oroxylin A inhibited the activation of NF-ÎºB and the DNA binding activity by TNFÎ± proved by EMSA in these two AML cell lines."
induced,"Western blot and flow cytometric assays demonstrated that CAC induced several features of apoptosis such as sub G1-phase cell increase, phosphatidylserine (PS) externalization, and significantly activated proapoptotic signaling including caspase-8, -9, and -3 activation and poly(ADP-ribose) polymerase (PARP) cleavage in HL-60 AML cells."
activation,"Western blot and flow cytometric assays demonstrated that CAC induced several features of apoptosis such as sub G1-phase cell increase, phosphatidylserine (PS) externalization, and significantly activated proapoptotic signaling including caspase-8, -9, and -3 activation and poly(ADP-ribose) polymerase (PARP) cleavage in HL-60 AML cells."
induced,"Moreover, treatment of HL-60 cells with CAC induced concentration- and time- dependent activation of p38 mitogen-activated protein kinase (p38 MAPK) and c-Jun N-terminal kinase (JNK)."
inhibition,"Only JNK-, but not p38 MAPK-specific inhibitor can reverse the CAC-induced activation of the caspase-8, -9, and -3."
induced,"We concluded that CAC can induce apoptosis in human leukemic HL-60 cells via a caspases-dependent pathway, and that the apoptosis-inducing effect of CAC can be regulated by JNK activation signaling."
regulated,"We concluded that CAC can induce apoptosis in human leukemic HL-60 cells via a caspases-dependent pathway, and that the apoptosis-inducing effect of CAC can be regulated by JNK activation signaling."
induced,"Our data demonstrated: 1) RES, rMnSOD, Î´-TOCO, and NAC, at dose used, significantly reduced the intracellular levels of MDA induced by DAS or NIL; 2) RES, rMnSOD, and Î´-TOCO increased the intracellular ROS levels; 3) The increase ROS levels is related to higher levels of oligonucleosomesi induced by DAS and NIL and that NAC significantly reduced this activity."
activation,"By using quantitative (real-time) PCR, western blot analysis, and immunocytochemical staining, three non-small cell lung cancer (NSCLC) cell lines (A427, A549 and NCI-H358) were analyzed for the expression of EpoR and its specific downstream signaling pathways [Janus kinaseÂ 2 (Jak2)-signal transducer and activator of transcriptionÂ 5 (STAT5), phosphatidylinositol-3-kinase (PI3K)-Akt, mitogen-activated protein (MAP) kinase]."
induced,"Compared to the negative control, miR-595 mimics induced a significant decrease in the relative luciferase activity by binding to the 3'-UTR of SLC19A1 harbouring the rs1051296 T allele (pÂ <Â 0.01)."
binding,"Compared to the negative control, miR-595 mimics induced a significant decrease in the relative luciferase activity by binding to the 3'-UTR of SLC19A1 harbouring the rs1051296 T allele (pÂ <Â 0.01)."
activation,"It was demonstrated that MUC1 was significantly upregulated in HCC cells following irradiation exposure, which was coupled with increased phosphorylation of signal transducer and activator of transcription 3 (STAT3)."
attenuated,"Furthermore, overexpression of MUC1 significantly (P<0.05) attenuated the activation of caspase-3 and poly (ADP-ribose) polymerase in response to irradiation exposure."
inhibition,"Mechanistically, MUC1 inhibited irradiation-induced apoptosis through activation of janus kinase 2 (JAK2) and STAT3, and induction of anti-apoptotic proteins induced myeloid leukemia cell differentiation protein Mcl-1 (Mcl-1) and BCL2 like 1 (Bcl-xL)."
induced,"Mechanistically, MUC1 inhibited irradiation-induced apoptosis through activation of janus kinase 2 (JAK2) and STAT3, and induction of anti-apoptotic proteins induced myeloid leukemia cell differentiation protein Mcl-1 (Mcl-1) and BCL2 like 1 (Bcl-xL)."
